lon,-119.719400
lat,36.780000
elev,101.500000
ID,USW00093193

month_since_0_CE,realization,mean_prediction,PI95_low,PI95_up
1,8.24028069533797,8.24028069533797,4.98746052454714,11.1033167294003
2,9.94477044845442,9.94477044845442,7.5710448099041,12.5606131505874
3,12.9838457892127,13.3139883082023,10.628782095341,16.2862399170554
4,17.0804224832569,16.3890705048097,13.3625268008538,19.2274745834076
5,20.9332183808712,19.5121668281252,16.1938839109071,22.6740789736056
6,23.7827702560261,24.6373113374399,21.8267048933149,27.5328163976967
7,28.6048086417711,28.200436399235,25.8858282379527,30.4239123327552
8,28.8543800696664,27.6584517115356,25.5115630087346,30.0554088624836
9,25.0788453934833,24.0626003259471,21.5799024474245,26.5852101534339
10,18.4938860596219,18.9842522188368,16.521977657813,21.5396272377715
11,11.1150387559801,11.0640601929001,8.66012223999644,13.9545077111146
12,7.61263761288464,8.24552322896112,5.84641198687266,10.6617893151468
13,9.03121165509625,8.37998718066982,5.43401360484372,11.1873812863621
14,9.1707688265933,10.1679720312229,7.71653407724228,12.6679690129746
15,12.7746455037412,12.7158681397376,9.86517824633093,15.5948754584874
16,17.2121337675222,16.5712403139001,13.810762007169,19.3391398447448
17,20.8813412595758,19.2852824417178,16.1060921203328,22.6027549968019
18,25.7200180584091,24.9713599847595,22.033521299282,27.8431854023963
19,27.692616166676,28.4588113630532,26.1901716791545,30.7778068281799
20,25.8672882581861,27.3426802491651,25.004319210281,29.7391244608118
21,22.9020384454443,24.1535973363613,21.7266875109169,26.6484913442368
22,16.6039165618589,17.7379070944629,15.1788176249141,20.3558199637384
23,11.895526283185,12.0291663675751,9.11812855689359,14.7907897063882
24,9.49708653563281,8.39295745799072,5.92998993856925,10.8199126193722
25,8.531671736795,8.43506171902853,5.338269431869,11.324277845129
26,10.4285794735215,9.8548612473552,7.28830767735158,12.4091633465426
27,13.3082335554493,13.8157765222565,11.015189566381,16.9468944665032
28,16.1989102993228,16.2039241006123,13.5335746428324,18.9961533134408
29,21.1704477524025,20.0194612331867,16.6209172143706,23.283727944548
30,23.764644990703,24.4525647665277,21.5355024682869,27.4985460984518
31,27.6552851754653,27.8570266087611,25.5492331500905,30.0298167582596
32,28.7807554741005,27.5667721538146,25.3130223843707,29.7161091756125
33,24.8424797607192,23.9459077383273,21.4688051419322,26.4759310780891
34,17.3272111020555,18.3155186987309,15.982445622134,20.9275864645652
35,10.2550202408946,11.7969915873922,9.09627914043559,14.623454282587
36,7.61600422821036,7.75516827790971,5.25570244095957,10.1667617472012
37,7.8055547984316,8.06104363792538,5.05934394474551,10.9533155385069
38,10.2211455263211,11.1465336989396,8.73478953178003,13.8971202930236
39,12.9843281558392,13.2168057300094,10.285687989606,16.1122669054895
40,16.5601590729408,16.1827225631456,13.1074811571418,19.2261292767336
41,18.7752090088986,19.4915975869181,16.1026739310667,23.1016889807455
42,23.8042803346115,24.3449288544592,21.4327476644982,27.5347977847353
43,27.8552261836723,28.4429375976678,26.1538168505838,30.860358062271
44,27.4424818396677,27.4358787582103,25.0924407831905,29.6976184229034
45,23.7304490167538,23.7411948690156,21.2552114503375,26.2273721621207
46,18.8323610410471,18.5418842372663,15.9046696250573,21.1158044710272
47,11.9854824723153,12.0317333362349,9.0270967306304,14.9638898065184
48,8.20164578262259,7.28623947379882,4.75421033883572,9.86809102261631
49,8.43047626498766,8.3935080907144,5.5030480416704,11.4507090756398
50,10.7594133687708,10.3823872055696,7.78890053054522,12.8192384550368
51,15.2897608393817,14.41354995087,11.590474054488,17.4643544518396
52,16.9539213173357,16.6611272871813,13.5482646307167,19.5424557291514
53,18.3729433324857,19.3674508991789,15.8993398957231,22.3418857320506
54,25.1898987114465,24.9006343678695,22.1805340854945,27.8490868325958
55,27.2498754166498,28.4873920129486,26.1211935480901,30.8998048828978
56,28.7833383117637,27.6088921427467,25.4116354810688,29.7606893088227
57,25.3981119656487,23.8252043521457,21.2885881754212,26.3998955826064
58,18.7485136510928,18.4782810339103,15.9171463426799,20.9107317240318
59,11.0559071241828,11.4498989829248,8.69179275911905,14.1574901345762
60,6.00892261330861,7.72106529475471,5.23815805864856,10.0415974114417
61,8.24920365675793,8.21945668958076,5.34912670099537,11.2142861047147
62,11.8251900014405,10.8222572912399,8.35962601338871,13.3589703235231
63,15.0565492748251,14.3383936185639,11.4496005903559,17.4563340125787
64,15.1216998709531,16.238151820111,13.3167224930696,18.9781192574071
65,19.7104905118267,19.5920666514208,16.0079743244976,22.7841054632519
66,24.6773578403434,24.6520818018217,21.8451582404662,27.7686973442948
67,29.3153511414042,28.6885176556813,26.4377738152696,30.9410523634133
68,27.8792796583742,27.5827243812803,25.2501670096023,29.9589476401994
69,23.6354566412564,23.864900558082,21.2570011055414,26.2491554518781
70,18.483790822621,18.7198285253784,16.1235137995222,21.1858033647117
71,11.5390608791246,11.7007886079794,8.66528585773485,14.3727866781197
72,7.88528081358147,8.42347653847127,6.00105330744692,10.6836389689092
73,7.09998843533024,8.33261871615601,5.56777260612227,11.2607591243323
74,9.0736157360447,10.7375638547711,8.05371213382251,13.356237229188
75,13.3440264035734,13.9668974882055,10.9675259099065,16.884668616591
76,14.1805637702242,16.1962838563579,13.31877985015,18.9625205993685
77,19.1998753430696,19.7674586883964,16.1872328377845,23.1944103606551
78,24.1051800521372,24.4693537451507,21.616791434812,27.2638230840741
79,26.6915814148423,28.1500648621255,25.7828796521134,30.5104159150255
80,26.283378793249,27.5987756468592,25.3715543354392,29.8326235066987
81,21.2004851425241,23.557022387563,21.1361481176094,26.0318037223826
82,17.230234898888,18.1998934354586,15.6407793688585,20.7214048373283
83,9.73401901055624,11.7521967758734,8.79393453711861,14.4784261067678
84,8.20528391834382,8.37211150062952,5.91061009660003,10.6778197704718
85,9.79768280223549,8.31357885173054,5.40892096958247,11.2007464344212
86,10.9493682279864,11.1308044587371,8.54084471660563,13.5271078469448
87,11.5977427128822,13.1402456246418,10.1449388550716,16.2537835899507
88,15.1866630820831,16.291246266953,13.3132381172488,19.262749329765
89,18.8573055987257,19.2766334531902,15.7350360735829,22.5913555187027
90,25.8724500818225,24.8567264335692,21.8170299570902,27.8351469927063
91,29.4902558103015,28.5611568160266,26.3842619466492,30.7544646829342
92,28.8643748153216,27.3595813444757,25.2738932296785,29.5809342032826
93,25.6360959788284,24.0856602279953,21.5957058912798,26.6479325943334
